sid,sub,pid,pred,oid,obj,class,score,path,rpath,time,softmaxscore
392035.0,dbr:Al_Attles,599,dbo:team,2115741.0,dbr:Golden_State_Warriors,1,0.5103733865718019,"[392035, 2115741]","[-1, 189]",2.3248038291931152,0.3450090932666322
392035.0,dbr:Al_Attles,599,dbo:team,4119746.0,dbr:Phoenix_Suns,0,0.0539302590308006,"[392035, 2115741, 4864843, 4119746]","[-1, 189, 599, 189]",2.2143030166625977,0.21857465932285366
392035.0,dbr:Al_Attles,599,dbo:team,917821.0,dbr:Boston_Celtics,0,0.048974079585431735,"[392035, 78, 2573184, 917821]","[-1, 660, 660, 599]",2.2553892135620117,0.2174940441623553
392035.0,dbr:Al_Attles,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.05551904298856319,"[392035, 2115741, 3259596, 3218267]","[-1, 189, 599, 189]",2.2654829025268555,0.21892220324815898
482030.0,dbr:Allen_Leavell,599,dbo:team,2364618.0,dbr:Houston_Rockets,1,0.5103733865718019,"[482030, 2364618]","[-1, 189]",2.2498409748077393,0.3405023497231385
482030.0,dbr:Allen_Leavell,599,dbo:team,1487110.0,dbr:Detroit_Pistons,0,0.08688759955073648,"[482030, 3889144, 644314, 1487110]","[-1, 123, 123, 189]",2.226317882537842,0.22294748252376217
482030.0,dbr:Allen_Leavell,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.06570748017074449,"[482030, 4160079, 1482225, 1156689]","[-1, 462, 462, 599]",2.210331916809082,0.21827508387654967
482030.0,dbr:Allen_Leavell,599,dbo:team,3516612.0,dbr:Miami_Heat,0,0.06570748017074449,"[482030, 4160079, 5248379, 3516612]","[-1, 462, 462, 599]",2.23245906829834,0.21827508387654967
494082.0,dbr:Alvan_Adams,599,dbo:team,4119746.0,dbr:Phoenix_Suns,1,0.5103733865718019,"[494082, 4119746]","[-1, 189]",2.246830940246582,0.3421832774985369
494082.0,dbr:Alvan_Adams,599,dbo:team,2450828.0,dbr:Indiana_Pacers,0,0.06530871173134457,"[494082, 4182344, 3696858, 2450828]","[-1, 462, 462, 599]",2.259227991104126,0.2192651696749145
494082.0,dbr:Alvan_Adams,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.06610881776508426,"[494082, 4182344, 895031, 1156689]","[-1, 462, 462, 599]",2.2875688076019287,0.2194406752623373
494082.0,dbr:Alvan_Adams,599,dbo:team,3516612.0,dbr:Miami_Heat,0,0.06460478587569626,"[494082, 3889272, 2621025, 3516612]","[-1, 123, 123, 189]",2.2628049850463867,0.21911087756421135
846737.0,dbr:Bill_Bradley,599,dbo:team,3782014.0,dbr:New_York_Knicks,1,0.085164881789033,"[846737, 1321700, 846745, 3782014]","[-1, 65, 65, 189]",2.2236719131469727,0.2586175095583368
846737.0,dbr:Bill_Bradley,599,dbo:team,4525720.0,dbr:Sacramento_Kings,0,0.0381752307009866,"[846737, 769522, 2036260, 4525720]","[-1, 480, 480, 599]",2.610567808151245,0.24674626020792506
846737.0,dbr:Bill_Bradley,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,0.043134621645741375,"[846737, 1321700, 846745, 4196744, 949061, 4628461]","[-1, 65, 65, 123, 123, 189]",2.4070959091186523,0.247973010830032
846737.0,dbr:Bill_Bradley,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,0.03783863074320546,"[846737, 769522, 2907008, 4567127]","[-1, 480, 480, 599]",2.7654922008514404,0.24666321940370609
